اسم السورة,ترتيب السورة,رقم الآية,كم تمثل الآية من سطر
الشعراء,26,190,0.7
الشعراء,26,191,0.6
الشعراء,26,192,0.5
الشعراء,26,193,0.3
الشعراء,26,194,0.6
الشعراء,26,195,0.4
الشعراء,26,196,0.4
الشعراء,26,197,0.9
الشعراء,26,198,0.6
الشعراء,26,199,0.7
الشعراء,26,200,0.7
الشعراء,26,201,0.7
الشعراء,26,202,0.8
الشعراء,26,203,0.4
الشعراء,26,204,0.5
الشعراء,26,205,0.6
الشعراء,26,206,0.6
الشعراء,26,207,0.6
الشعراء,26,208,0.6
الشعراء,26,209,0.6
الشعراء,26,210,0.5
الشعراء,26,211,0.6
الشعراء,26,212,0.4
الشعراء,26,213,0.9
الشعراء,26,214,0.7
الشعراء,26,215,0.8
الشعراء,26,216,0.6
الشعراء,26,217,0.6
الشعراء,26,218,0.4
الشعراء,26,219,0.5
الشعراء,26,220,0.3
الشعراء,26,221,0.7
الشعراء,26,222,0.5
الشعراء,26,223,0.7
الشعراء,26,224,0.5
الشعراء,26,225,0.7
الشعراء,26,226,0.6
الشعراء,26,227,3.2
الفرقان,25,1,3
الفرقان,25,2,2
الفرقان,25,3,2.3
الفرقان,25,4,1.7
الفرقان,25,5,1.5
الفرقان,25,6,1.4
الفرقان,25,7,2
الفرقان,25,8,2
الفرقان,25,9,1.2
الفرقان,25,10,1.8
الفرقان,25,11,1.1
الفرقان,25,12,0.9
الفرقان,25,13,1.1
الفرقان,25,14,0.9
الفرقان,25,15,1.5
الفرقان,25,16,1.2
الفرقان,25,17,2
الفرقان,25,18,2.3
الفرقان,25,19,2.1
الفرقان,25,20,3
الفرقان,25,21,2
الفرقان,25,22,1.2
الفرقان,25,23,1
الفرقان,25,24,1
الفرقان,25,25,0.9
الفرقان,25,26,1.2
الفرقان,25,27,1.3
الفرقان,25,28,0.7
الفرقان,25,29,1.5
الفرقان,25,30,1.1
الفرقان,25,31,1.2
الفرقان,25,32,1.9
الفرقان,25,33,1
الفرقان,25,34,1.4
الفرقان,25,35,1.3
الفرقان,25,36,1.2
الفرقان,25,37,1.8
الفرقان,25,38,1
الفرقان,25,39,0.9
الفرقان,25,40,1.9
الفرقان,25,41,1.3
الفرقان,25,42,2.1
الفرقان,25,43,1.1
الفرقان,25,44,1.5
الفرقان,25,45,1.5
الفرقان,25,46,0.6
الفرقان,25,47,1.4
الفرقان,25,48,1.4
الفرقان,25,49,1.2
الفرقان,25,50,1.2
الفرقان,25,51,0.8
الفرقان,25,52,1.1
الفرقان,25,53,1.6
الفرقان,25,54,1.2
الفرقان,25,55,1.5
الفرقان,25,56,0.6
الفرقان,25,57,1.2
الفرقان,25,58,1.5
الفرقان,25,59,1.8
الفرقان,25,60,1.5
الفرقان,25,61,1.3
الفرقان,25,62,1.3
الفرقان,25,63,1.7
الفرقان,25,64,0.8
الفرقان,25,65,1.3
الفرقان,25,66,0.7
الفرقان,25,67,1.3
الفرقان,25,68,2.1
الفرقان,25,69,1
الفرقان,25,70,2
الفرقان,25,71,1
الفرقان,25,72,1.1
الفرقان,25,73,1.4
الفرقان,25,74,1.7
الفرقان,25,75,1.5
الفرقان,25,76,0.8
الفرقان,25,77,2.4
النور,24,1,2
النور,24,2,2.5
النور,24,3,1.6
النور,24,4,2
النور,24,5,1
النور,24,6,1.9
النور,24,7,0.9
النور,24,8,1.1
النور,24,9,1
النور,24,10,1
النور,24,11,2.5
النور,24,12,1.4
النور,24,13,1.5
النور,24,14,1.6
النور,24,15,1.6
النور,24,16,1.4
النور,24,17,1
النور,24,18,0.8
النور,24,19,2.1
النور,24,20,1.1
النور,24,21,3.4
النور,24,22,2.9
النور,24,23,1.7
النور,24,24,1
النور,24,25,1.1
النور,24,26,2.7
النور,24,27,2.2
النور,24,28,2.1
النور,24,29,1.9
النور,24,30,1.7
النور,24,31,9.3
النور,24,32,2
النور,24,33,5
النور,24,34,1.5
النور,24,35,5
النور,24,36,1.5
النور,24,37,2
النور,24,38,1.4
النور,24,39,2.6
النور,24,40,2.8
النور,24,41,2
النور,24,42,0.9
النور,24,43,3.3
النور,24,44,1
النور,24,45,2.5
النور,24,46,1.3
النور,24,47,1.7
النور,24,48,1.2
النور,24,49,0.7
النور,24,50,1.6
النور,24,51,1.9
النور,24,52,1.1
النور,24,53,2
النور,24,54,2.3
النور,24,55,4.7
النور,24,56,1.1
النور,24,57,1.5
النور,24,58,5.4
النور,24,59,2.3
النور,24,60,2.9
النور,24,61,9.8
النور,24,62,4.5
النور,24,63,3.3
النور,24,64,2.2
المؤمنون,23,1,1.4
المؤمنون,23,2,0.6
المؤمنون,23,3,0.6
المؤمنون,23,4,0.6
المؤمنون,23,5,0.7
المؤمنون,23,6,1.1
المؤمنون,23,7,0.8
المؤمنون,23,8,0.8
المؤمنون,23,9,0.5
المؤمنون,23,10,0.5
المؤمنون,23,11,0.9
المؤمنون,23,12,0.8
المؤمنون,23,13,0.6
المؤمنون,23,14,2.7
المؤمنون,23,15,0.5
المؤمنون,23,16,0.7
المؤمنون,23,17,1.2
المؤمنون,23,18,1.2
المؤمنون,23,19,1.5
المؤمنون,23,20,1.1
المؤمنون,23,21,1.5
المؤمنون,23,22,0.6
المؤمنون,23,23,1.5
المؤمنون,23,24,2.4
المؤمنون,23,25,0.9
المؤمنون,23,26,0.6
المؤمنون,23,27,3.7
المؤمنون,23,28,1.3
المؤمنون,23,29,0.8
المؤمنون,23,30,0.7
المؤمنون,23,31,0.6
المؤمنون,23,32,1.2
المؤمنون,23,33,2.5
المؤمنون,23,34,0.9
المؤمنون,23,35,1
المؤمنون,23,36,0.6
المؤمنون,23,37,1.1
المؤمنون,23,38,1.1
المؤمنون,23,39,0.6
المؤمنون,23,40,0.6
المؤمنون,23,41,1.2
المؤمنون,23,42,0.8
المؤمنون,23,43,0.6
المؤمنون,23,44,1.9
المؤمنون,23,45,1
المؤمنون,23,46,1
المؤمنون,23,47,0.9
المؤمنون,23,48,0.6
المؤمنون,23,49,0.9
المؤمنون,23,50,1.1
المؤمنون,23,51,1.3
المؤمنون,23,52,0.8
المؤمنون,23,53,1
المؤمنون,23,54,0.6
المؤمنون,23,55,0.8
المؤمنون,23,56,0.5
المؤمنون,23,57,0.8
المؤمنون,23,58,0.6
المؤمنون,23,59,0.6
المؤمنون,23,60,1
المؤمنون,23,61,0.8
المؤمنون,23,62,1.2
المؤمنون,23,63,1.1
المؤمنون,23,64,0.9
المؤمنون,23,65,0.7
المؤمنون,23,66,1.1
المؤمنون,23,67,0.6
المؤمنون,23,68,1
المؤمنون,23,69,0.6
المؤمنون,23,70,1.1
المؤمنون,23,71,2.3
المؤمنون,23,72,0.9
المؤمنون,23,73,0.7
المؤمنون,23,74,1
المؤمنون,23,75,1.2
المؤمنون,23,76,1
المؤمنون,23,77,1.1
المؤمنون,23,78,1.2
المؤمنون,23,79,0.8
المؤمنون,23,80,1.3
المؤمنون,23,81,0.5
المؤمنون,23,82,1
المؤمنون,23,83,1.3
المؤمنون,23,84,1
المؤمنون,23,85,0.6
المؤمنون,23,86,1
المؤمنون,23,87,0.8
المؤمنون,23,88,1.4
المؤمنون,23,89,0.8
المؤمنون,23,90,0.7
المؤمنون,23,91,2.2
المؤمنون,23,92,1
المؤمنون,23,93,0.5
المؤمنون,23,94,0.7
المؤمنون,23,95,0.9
المؤمنون,23,96,1
المؤمنون,23,97,0.8
المؤمنون,23,98,0.5
المؤمنون,23,99,0.8
المؤمنون,23,100,1.7
المؤمنون,23,101,1.2
المؤمنون,23,102,0.9
المؤمنون,23,103,1.2
المؤمنون,23,104,0.9
المؤمنون,23,105,0.9
المؤمنون,23,106,1
المؤمنون,23,107,0.8
المؤمنون,23,108,0.5
المؤمنون,23,109,1.6
المؤمنون,23,110,1.2
المؤمنون,23,111,0.9
المؤمنون,23,112,0.7
المؤمنون,23,113,0.8
المؤمنون,23,114,0.9
المؤمنون,23,115,1
المؤمنون,23,116,1.2
المؤمنون,23,117,1.7
المؤمنون,23,118,1.8
الحج,22,1,2.1
الحج,22,2,2.9
الحج,22,3,1.3
الحج,22,4,1.2
الحج,22,5,7.5
الحج,22,6,1
الحج,22,7,1.1
الحج,22,8,1.2
الحج,22,9,1.6
الحج,22,10,0.9
الحج,22,11,2.6
الحج,22,12,1.4
الحج,22,13,1.2
الحج,22,14,1.8
الحج,22,15,2.2
الحج,22,16,1
الحج,22,17,2.7
الحج,22,18,3.8
الحج,22,19,2
الحج,22,20,0.7
الحج,22,21,0.5
الحج,22,22,1.3
الحج,22,23,3
الحج,22,24,1
الحج,22,25,3
الحج,22,26,2.1
الحج,22,27,1.7
الحج,22,28,2.6
الحج,22,29,1.4
الحج,22,30,3.2
الحج,22,31,2
الحج,22,32,1
الحج,22,33,1.2
الحج,22,34,2.4
الحج,22,35,1.8
الحج,22,36,3.1
الحج,22,37,2.3
الحج,22,38,1.2
الحج,22,39,1.1
الحج,22,40,4
الحج,22,41,2.3
الحج,22,42,1.1
الحج,22,43,0.5
الحج,22,44,1.6
الحج,22,45,2
الحج,22,46,2.4
الحج,22,47,1.7
الحج,22,48,1.3
الحج,22,49,0.8
الحج,22,50,1.2
الحج,22,51,1
الحج,22,52,2.9
الحج,22,53,2
الحج,22,54,2.3
الحج,22,55,1.8
الحج,22,56,1.7
الحج,22,57,1.3
الحج,22,58,2.3
الحج,22,59,1.1
الحج,22,60,1.9
الحج,22,61,1.7
الحج,22,62,2
الحج,22,63,1.6
الحج,22,64,1.4
الحج,22,65,2.5
الحج,22,66,1.5
الحج,22,67,2
الحج,22,68,0.8
الحج,22,69,1.2
الحج,22,70,1.6
الحج,22,71,1.6
الحج,22,72,3.8
الحج,22,73,3.4
الحج,22,74,1
الحج,22,75,1.5
الحج,22,76,1.1
الحج,22,77,2
الحج,22,78,6
الأنبياء,21,1,3
الأنبياء,21,2,1.1
الأنبياء,21,3,2.1
الأنبياء,21,4,1.2
الأنبياء,21,5,1.6
الأنبياء,21,6,1
الأنبياء,21,7,1.6
الأنبياء,21,8,1.1
الأنبياء,21,9,1.3
الأنبياء,21,10,1
الأنبياء,21,11,1.2
الأنبياء,21,12,0.8
الأنبياء,21,13,1.1
الأنبياء,21,14,0.6
الأنبياء,21,15,1.1
الأنبياء,21,16,0.8
الأنبياء,21,17,1.1
الأنبياء,21,18,1.3
الأنبياء,21,19,1.5
الأنبياء,21,20,0.7
الأنبياء,21,21,0.8
الأنبياء,21,22,1.2
الأنبياء,21,23,0.7
الأنبياء,21,24,2.1
الأنبياء,21,25,1.3
الأنبياء,21,26,1.1
الأنبياء,21,27,1
الأنبياء,21,28,1.6
الأنبياء,21,29,1.6
الأنبياء,21,30,2
الأنبياء,21,31,1.6
الأنبياء,21,32,1.1
الأنبياء,21,33,1.2
الأنبياء,21,34,1.2
الأنبياء,21,35,1.3
الأنبياء,21,36,2.3
الأنبياء,21,37,1.2
الأنبياء,21,38,1
الأنبياء,21,39,1.8
الأنبياء,21,40,1.5
الأنبياء,21,41,1.4
الأنبياء,21,42,1.7
الأنبياء,21,43,1.8
الأنبياء,21,44,2.3
الأنبياء,21,45,1.3
الأنبياء,21,46,1.5
الأنبياء,21,47,2.2
الأنبياء,21,48,1.2
الأنبياء,21,49,1.2
الأنبياء,21,50,0.8
الأنبياء,21,51,1
الأنبياء,21,52,1.1
الأنبياء,21,53,0.7
الأنبياء,21,54,0.9
الأنبياء,21,55,0.7
الأنبياء,21,56,1.4
الأنبياء,21,57,1
الأنبياء,21,58,1
الأنبياء,21,59,1
الأنبياء,21,60,0.7
الأنبياء,21,61,0.9
الأنبياء,21,62,0.9
الأنبياء,21,63,1.2
الأنبياء,21,64,1
الأنبياء,21,65,1.2
الأنبياء,21,66,1.2
الأنبياء,21,67,1
الأنبياء,21,68,1
الأنبياء,21,69,0.9
الأنبياء,21,70,0.8
الأنبياء,21,71,1.1
الأنبياء,21,72,1.1
الأنبياء,21,73,2.1
الأنبياء,21,74,2
الأنبياء,21,75,0.9
الأنبياء,21,76,1.6
الأنبياء,21,77,1.5
الأنبياء,21,78,1.9
الأنبياء,21,79,2
الأنبياء,21,80,1.4
الأنبياء,21,81,1.6
الأنبياء,21,82,1.7
الأنبياء,21,83,1.3
الأنبياء,21,84,2
الأنبياء,21,85,1
الأنبياء,21,86,1
الأنبياء,21,87,2.5
الأنبياء,21,88,1.3
الأنبياء,21,89,1.2
الأنبياء,21,90,3
الأنبياء,21,91,1.8
الأنبياء,21,92,1.2
الأنبياء,21,93,1
الأنبياء,21,94,1.6
الأنبياء,21,95,1
الأنبياء,21,96,1.4
الأنبياء,21,97,2.2
الأنبياء,21,98,1.7
الأنبياء,21,99,1.1
الأنبياء,21,100,0.8
الأنبياء,21,101,1.2
الأنبياء,21,102,1.1
الأنبياء,21,103,1.9
الأنبياء,21,104,2
الأنبياء,21,105,1.6
الأنبياء,21,106,0.8
الأنبياء,21,107,0.6
الأنبياء,21,108,1.5
الأنبياء,21,109,1.5
الأنبياء,21,110,1
الأنبياء,21,111,0.9
الأنبياء,21,112,2.1
طه,20,1,2.1
طه,20,2,0.7
طه,20,3,0.4
طه,20,4,0.8
طه,20,5,0.5
طه,20,6,1.1
طه,20,7,0.8
طه,20,8,0.7
طه,20,9,0.7
طه,20,10,1.6
طه,20,11,0.6
طه,20,12,1
طه,20,13,0.6
طه,20,14,1.1
طه,20,15,1.1
طه,20,16,1
طه,20,17,0.6
طه,20,18,1.4
طه,20,19,0.4
طه,20,20,0.6
طه,20,21,1
طه,20,22,1.1
طه,20,23,0.5
طه,20,24,0.5
طه,20,25,0.5
طه,20,26,0.2
طه,20,27,0.5
طه,20,28,0.3
طه,20,29,0.5
طه,20,30,0.2
طه,20,31,0.4
طه,20,32,0.4
طه,20,33,0.3
طه,20,34,0.3
طه,20,35,0.4
طه,20,36,0.5
طه,20,37,0.6
طه,20,38,0.5
طه,20,39,2.1
طه,20,40,3.4
طه,20,41,0.4
طه,20,42,0.8
طه,20,43,0.5
طه,20,44,0.7
طه,20,45,0.8
طه,20,46,0.8
طه,20,47,2.1
طه,20,48,1
طه,20,49,0.5
طه,20,50,0.9
طه,20,51,0.5
طه,20,52,1
طه,20,53,1.9
طه,20,54,1
طه,20,55,1
طه,20,56,0.7
طه,20,57,0.9
طه,20,58,1.6
طه,20,59,0.9
طه,20,60,0.8
طه,20,61,1.6
طه,20,62,0.7
طه,20,63,1.8
طه,20,64,1.1
طه,20,65,0.9
طه,20,66,1.1
طه,20,67,0.7
طه,20,68,0.5
طه,20,69,1.4
طه,20,70,0.9
طه,20,71,2.9
طه,20,72,1.9
طه,20,73,1.3
طه,20,74,1
طه,20,75,1.2
طه,20,76,1.2
طه,20,77,1.7
طه,20,78,1
طه,20,79,0.5
طه,20,80,1.7
طه,20,81,1.7
طه,20,82,1
طه,20,83,0.7
طه,20,84,0.9
طه,20,85,0.9
طه,20,86,3
طه,20,87,1.9
طه,20,88,1.4
طه,20,89,1.1
طه,20,90,1.6
طه,20,91,0.9
طه,20,92,0.8
طه,20,93,0.6
طه,20,94,1.7
طه,20,95,0.7
طه,20,96,2.1
طه,20,97,3
طه,20,98,1.1
طه,20,99,1.1
طه,20,100,0.9
طه,20,101,0.9
طه,20,102,0.9
طه,20,103,0.7
طه,20,104,1.1
طه,20,105,0.9
طه,20,106,0.5
طه,20,107,0.5
طه,20,108,1.5
طه,20,109,1.1
طه,20,110,1
طه,20,111,1.1
طه,20,112,1.2
طه,20,113,1.6
طه,20,114,1.8
طه,20,115,1
طه,20,116,1.2
طه,20,117,1.4
طه,20,118,0.6
طه,20,119,0.7
طه,20,120,1.4
طه,20,121,1.9
طه,20,122,0.7
طه,20,123,2.1
طه,20,124,1.3
طه,20,125,0.9
طه,20,126,0.9
طه,20,127,1.2
طه,20,128,1.7
طه,20,129,1
طه,20,130,2.1
طه,20,131,1.7
طه,20,132,1.4
طه,20,133,1.3
طه,20,134,2.2
طه,20,135,1.5
مريم,19,1,2.3
مريم,19,2,0.7
مريم,19,3,0.5
مريم,19,4,1.6
مريم,19,5,1.7
مريم,19,6,1
مريم,19,7,1.2
مريم,19,8,1.7
مريم,19,9,1.4
مريم,19,10,1.6
مريم,19,11,1.3
مريم,19,12,1
مريم,19,13,0.7
مريم,19,14,0.7
مريم,19,15,1
مريم,19,16,1.1
مريم,19,17,1.3
مريم,19,18,0.8
مريم,19,19,1
مريم,19,20,1.1
مريم,19,21,1.8
مريم,19,22,0.8
مريم,19,23,1.7
مريم,19,24,1
مريم,19,25,1
مريم,19,26,2
مريم,19,27,1.1
مريم,19,28,1.2
مريم,19,29,1
مريم,19,30,0.8
مريم,19,31,1.4
مريم,19,32,0.8
مريم,19,33,1.1
مريم,19,34,1
مريم,19,35,1.2
مريم,19,36,1
مريم,19,37,1.2
مريم,19,38,1.2
مريم,19,39,1
مريم,19,40,0.9
مريم,19,41,0.7
مريم,19,42,1.2
مريم,19,43,1.3
مريم,19,44,1
مريم,19,45,1.4
مريم,19,46,1.4
مريم,19,47,1.1
مريم,19,48,1.5
مريم,19,49,1.5
مريم,19,50,1
مريم,19,51,1
مريم,19,52,0.7
مريم,19,53,0.7
مريم,19,54,1.1
مريم,19,55,1
مريم,19,56,0.9
مريم,19,57,0.3
مريم,19,58,3
مريم,19,59,1.3
مريم,19,60,1.4
مريم,19,61,1.1
مريم,19,62,1
مريم,19,63,0.9
مريم,19,64,1.6
مريم,19,65,1.3
مريم,19,66,0.9
مريم,19,67,1
مريم,19,68,1.4
مريم,19,69,1
مريم,19,70,0.8
مريم,19,71,0.9
مريم,19,72,0.9
مريم,19,73,1.7
مريم,19,74,1
مريم,19,75,2.4
مريم,19,76,1.7
مريم,19,77,1
مريم,19,78,0.9
مريم,19,79,1
مريم,19,80,0.5
مريم,19,81,1
مريم,19,82,0.9
مريم,19,83,0.9
مريم,19,84,0.8
مريم,19,85,0.7
مريم,19,86,0.6
مريم,19,87,1
مريم,19,88,0.6
مريم,19,89,0.4
مريم,19,90,1.4
مريم,19,91,0.3
مريم,19,92,0.7
مريم,19,93,1.1
مريم,19,94,0.5
مريم,19,95,0.7
مريم,19,96,1.2
مريم,19,97,1.4
مريم,19,98,1.4
الكهف,18,1,3
الكهف,18,2,1.8
الكهف,18,3,0.4
الكهف,18,4,0.8
الكهف,18,5,1.5
الكهف,18,6,1.4
الكهف,18,7,1.1
الكهف,18,8,0.7
الكهف,18,9,1.3
الكهف,18,10,1.5
الكهف,18,11,1
الكهف,18,12,0.9
الكهف,18,13,1.5
الكهف,18,14,2
الكهف,18,15,2.1
الكهف,18,16,2
الكهف,18,17,3.5
الكهف,18,18,3
الكهف,18,19,4.8
الكهف,18,20,1.7
الكهف,18,21,3.7
الكهف,18,22,3.9
الكهف,18,23,0.8
الكهف,18,24,1.6
الكهف,18,25,1
الكهف,18,26,2.3
الكهف,18,27,1.7
الكهف,18,28,3.2
الكهف,18,29,3.3
الكهف,18,30,1.4
الكهف,18,31,3
الكهف,18,32,1.5
الكهف,18,33,1.2
الكهف,18,34,1.4
الكهف,18,35,1.1
الكهف,18,36,1.4
الكهف,18,37,1.5
الكهف,18,38,0.8
الكهف,18,39,1.6
الكهف,18,40,1.7
الكهف,18,41,0.9
الكهف,18,42,1.8
الكهف,18,43,1
الكهف,18,44,0.8
الكهف,18,45,2.4
الكهف,18,46,1.5
الكهف,18,47,1.3
الكهف,18,48,1.6
الكهف,18,49,3.1
الكهف,18,50,2.9
الكهف,18,51,1.6
الكهف,18,52,1.7
الكهف,18,53,1.3
الكهف,18,54,1.5
الكهف,18,55,2.1
الكهف,18,56,2.3
الكهف,18,57,3
الكهف,18,58,2.1
الكهف,18,59,1.2
الكهف,18,60,1.6
الكهف,18,61,1.2
الكهف,18,62,1.2
الكهف,18,63,2
الكهف,18,64,0.9
الكهف,18,65,1.4
الكهف,18,66,1.1
الكهف,18,67,0.6
الكهف,18,68,0.7
الكهف,18,69,1
الكهف,18,70,1.1
الكهف,18,71,1.6
الكهف,18,72,0.8
الكهف,18,73,1
الكهف,18,74,1.6
الكهف,18,75,0.8
الكهف,18,76,1.2
الكهف,18,77,2.6
الكهف,18,78,1.3
الكهف,18,79,1.9
الكهف,18,80,1.2
الكهف,18,81,1
الكهف,18,82,3.8
الكهف,18,83,1.2
الكهف,18,84,0.8
الكهف,18,85,0.2
الكهف,18,86,2.2
الكهف,18,87,1.2
الكهف,18,88,1.2
الكهف,18,89,0.3
الكهف,18,90,1.3
الكهف,18,91,0.6
الكهف,18,92,0.3
الكهف,18,93,1.3
الكهف,18,94,1.7
الكهف,18,95,1.1
الكهف,18,96,1.8
الكهف,18,97,1
الكهف,18,98,1.1
الكهف,18,99,1.2
الكهف,18,100,0.7
الكهف,18,101,1.1
الكهف,18,102,1.5
الكهف,18,103,0.5
الكهف,18,104,1.2
الكهف,18,105,1.5
الكهف,18,106,1
الكهف,18,107,1.1
الكهف,18,108,0.5
الكهف,18,109,1.5
الكهف,18,110,2.1
الإسراء,17,1,4.4
الإسراء,17,2,1.6
الإسراء,17,3,1
الإسراء,17,4,1.6
الإسراء,17,5,1.8
الإسراء,17,6,1.6
الإسراء,17,7,3
الإسراء,17,8,1.1
الإسراء,17,9,1.9
الإسراء,17,10,1
الإسراء,17,11,1
الإسراء,17,12,2.9
الإسراء,17,13,1.3
الإسراء,17,14,0.8
الإسراء,17,15,2.1
الإسراء,17,16,1.6
الإسراء,17,17,1.3
الإسراء,17,18,1.8
الإسراء,17,19,1.6
الإسراء,17,20,1.2
الإسراء,17,21,1.4
الإسراء,17,22,1
الإسراء,17,23,2.9
الإسراء,17,24,1.2
الإسراء,17,25,1.5
الإسراء,17,26,1.2
الإسراء,17,27,1.2
الإسراء,17,28,1.1
الإسراء,17,29,1.5
الإسراء,17,30,1.2
الإسراء,17,31,1.5
الإسراء,17,32,0.9
الإسراء,17,33,2.2
الإسراء,17,34,1.7
الإسراء,17,35,1.4
الإسراء,17,36,1.5
الإسراء,17,37,1.2
الإسراء,17,38,0.8
الإسراء,17,39,1.7
الإسراء,17,40,1.3
الإسراء,17,41,1
الإسراء,17,42,1
الإسراء,17,43,0.8
الإسراء,17,44,2
الإسراء,17,45,1.3
الإسراء,17,46,1.9
الإسراء,17,47,1.9
الإسراء,17,48,1.1
الإسراء,17,49,1
الإسراء,17,50,0.5
الإسراء,17,51,2.8
الإسراء,17,52,1.2
الإسراء,17,53,1.7
الإسراء,17,54,1.6
الإسراء,17,55,1.6
الإسراء,17,56,1.3
الإسراء,17,57,2.3
الإسراء,17,58,2
الإسراء,17,59,2.2
الإسراء,17,60,2.8
الإسراء,17,61,1.6
الإسراء,17,62,1.8
الإسراء,17,63,1.1
الإسراء,17,64,2.6
الإسراء,17,65,1.2
الإسراء,17,66,1.7
الإسراء,17,67,1.6
الإسراء,17,68,1.6
الإسراء,17,69,2.2
الإسراء,17,70,2.2
الإسراء,17,71,2
الإسراء,17,72,1.2
الإسراء,17,73,1.6
الإسراء,17,74,1.1
الإسراء,17,75,1.5
الإسراء,17,76,1.7
الإسراء,17,77,1.2
الإسراء,17,78,1.6
الإسراء,17,79,1.3
الإسراء,17,80,1.6
الإسراء,17,81,1
الإسراء,17,82,1.5
الإسراء,17,83,1.1
الإسراء,17,84,1.1
الإسراء,17,85,1.5
الإسراء,17,86,1.4
الإسراء,17,87,0.9
الإسراء,17,88,2
الإسراء,17,89,1.4
الإسراء,17,90,1
الإسراء,17,91,1.3
الإسراء,17,92,1.4
الإسراء,17,93,2.4
الإسراء,17,94,1.4
الإسراء,17,95,1.8
الإسراء,17,96,1.4
الإسراء,17,97,3
الإسراء,17,98,1.6
الإسراء,17,99,2.4
الإسراء,17,100,1.5
الإسراء,17,101,2
الإسراء,17,102,1.9
الإسراء,17,103,1.1
الإسراء,17,104,1.5
الإسراء,17,105,1
الإسراء,17,106,1
الإسراء,17,107,1.5
الإسراء,17,108,0.8
الإسراء,17,109,0.9
الإسراء,17,110,2.1
الإسراء,17,111,1.7
النحل,16,1,3
النحل,16,2,1.7
النحل,16,3,1.2
النحل,16,4,1
النحل,16,5,1.1
النحل,16,6,1
النحل,16,7,1.8
النحل,16,8,1.2
النحل,16,9,1.1
النحل,16,10,1.7
النحل,16,11,2.2
النحل,16,12,2
النحل,16,13,1.8
النحل,16,14,3.2
النحل,16,15,1.4
النحل,16,16,0.5
النحل,16,17,0.9
النحل,16,18,1.1
النحل,16,19,0.7
النحل,16,20,1.2
النحل,16,21,0.9
النحل,16,22,1.3
النحل,16,23,1.4
النحل,16,24,1.1
النحل,16,25,1.9
النحل,16,26,2.6
النحل,16,27,2.5
النحل,16,28,2.1
النحل,16,29,1.2
النحل,16,30,2.2
النحل,16,31,1.7
النحل,16,32,1.6
النحل,16,33,2.5
النحل,16,34,1.2
النحل,16,35,3
النحل,16,36,3.5
النحل,16,37,1.5
النحل,16,38,2
النحل,16,39,1.3
النحل,16,40,1
النحل,16,41,1.9
النحل,16,42,0.8
النحل,16,43,1.5
النحل,16,44,1.5
النحل,16,45,1.8
النحل,16,46,0.8
النحل,16,47,0.8
النحل,16,48,1.6
النحل,16,49,1.6
النحل,16,50,0.8
النحل,16,51,1.3
النحل,16,52,1.1
النحل,16,53,1.1
النحل,16,54,1.1
النحل,16,55,0.8
النحل,16,56,1.4
النحل,16,57,0.8
النحل,16,58,1
النحل,16,59,1.7
النحل,16,60,1.3
النحل,16,61,2.4
النحل,16,62,2
النحل,16,63,1.8
النحل,16,64,1.8
النحل,16,65,1.4
النحل,16,66,1.6
النحل,16,67,1.6
النحل,16,68,1.3
النحل,16,69,2.3
النحل,16,70,1.7
النحل,16,71,2.4
النحل,16,72,2.7
النحل,16,73,1.6
النحل,16,74,0.9
النحل,16,75,3
النحل,16,76,3.3
النحل,16,77,2.1
النحل,16,78,2.1
النحل,16,79,2
النحل,16,80,3
النحل,16,81,3.6
النحل,16,82,0.6
النحل,16,83,1.4
النحل,16,84,1.4
النحل,16,85,1.2
النحل,16,86,2.7
النحل,16,87,1.1
النحل,16,88,1.7
النحل,16,89,2.8
النحل,16,90,2.5
النحل,16,91,2.4
النحل,16,92,3.6
النحل,16,93,2
النحل,16,94,2.1
النحل,16,95,1.6
النحل,16,96,1.8
النحل,16,97,2.2
النحل,16,98,1
النحل,16,99,1.2
النحل,16,100,1.1
النحل,16,101,2
النحل,16,102,2
النحل,16,103,2.1
النحل,16,104,1.4
النحل,16,105,1.5
النحل,16,106,3
النحل,16,107,1.9
النحل,16,108,1.7
النحل,16,109,1.1
النحل,16,110,2.3
النحل,16,111,1.7
النحل,16,112,3.2
النحل,16,113,1.3
النحل,16,114,1.8
النحل,16,115,2.3
النحل,16,116,2.5
النحل,16,117,0.5
النحل,16,118,1.7
النحل,16,119,2
النحل,16,120,1
النحل,16,121,1
النحل,16,122,1
النحل,16,123,1.3
النحل,16,124,2.2
النحل,16,125,2.5
النحل,16,126,1.5
النحل,16,127,1.5
النحل,16,128,1
الحجر,15,1,2.8
الحجر,15,2,0.9
الحجر,15,3,1.1
الحجر,15,4,0.8
الحجر,15,5,0.8
الحجر,15,6,1
الحجر,15,7,0.9
الحجر,15,8,0.9
الحجر,15,9,0.8
الحجر,15,10,0.8
الحجر,15,11,0.9
الحجر,15,12,0.6
الحجر,15,13,0.7
الحجر,15,14,1
الحجر,15,15,1
الحجر,15,16,1
الحجر,15,17,0.6
الحجر,15,18,0.8
الحجر,15,19,1.3
الحجر,15,20,0.8
الحجر,15,21,1.2
الحجر,15,22,1.5
الحجر,15,23,0.8
الحجر,15,24,1
الحجر,15,25,0.6
الحجر,15,26,0.9
الحجر,15,27,0.6
الحجر,15,28,1.4
الحجر,15,29,1
الحجر,15,30,0.6
الحجر,15,31,0.9
الحجر,15,32,0.8
الحجر,15,33,1.1
الحجر,15,34,0.6
